Objekt,Date,Sign,CleaningType,DateTime
Kontrollera BBT:er i Citect,2018-04-27,jircec,Genomförd,2018-04-27 18:38
BBT 304,2018-04-27,jircec,Lutdisk,2018-04-27 22:01
BBT 311,2018-04-29,jircec,Syradisk,2018-04-29 19:54
BBT 306,2018-04-30,johper,Lutdisk,2018-04-30 05:58
BBT 316,2018-04-30,normar,Syradisk,2018-04-30 10:22
BBT 318,2018-04-30,jakgun,Lutdisk,2018-04-30 22:03
BBT 310,2018-04-30,jakgun,Lutdisk,2018-04-30 23:23
BBT 312,2018-05-01,jakgun,Syradisk,2018-05-01 00:56
BBT 305,2018-05-01,jakgun,Syradisk,2018-05-01 03:51
BBT 308,2018-05-01,johper,Syradisk,2018-05-01 22:20
BBT 307,2018-05-02,johper,Lutdisk,2018-05-02 00:13
BBT 320,2018-05-02,mölpet,Lutdisk,2018-05-02 20:38
BBT 309,2018-05-02,mölpet,Syradisk,2018-05-02 20:40
BBT 324,2018-05-03,jakgun,Syradisk,2018-05-03 03:14
BBT 317,2018-05-03,normar,Syradisk,2018-05-03 07:00
BBT 325,2018-05-03,mölpet,Lutdisk,2018-05-03 17:57
BBT 304,2018-05-04,normar,Syradisk,2018-05-04 15:10
BBT 313,2018-05-04,mölpet,Syradisk,2018-05-04 22:19
T34,2018-05-06,karada,Syradisk,2018-05-06 07:22
Filtret Sterilning,2018-05-06,karada,Genomförd,2018-05-06 07:23
BBT 315,2018-05-06,karada,Lutdisk,2018-05-06 10:16
T45,2018-05-06,karada,Lutdisk,2018-05-06 09:02
BBT 323,2018-05-06,karada,Syradisk,2018-05-06 11:28
BBT 311,2018-05-06,karada,Syradisk,2018-05-06 16:19
BBT 314,2018-05-06,karada,Syradisk,2018-05-06 18:47
BBT 306,2018-05-06,karada,Syradisk,2018-05-06 20:12
BBT 322,2018-05-06,leajon,Syradisk,2018-05-06 22:12
BBT 318,2018-05-07,assulf,Syradisk,2018-05-07 06:51
BBT 304,2018-05-07,assulf,Syradisk,2018-05-07 09:21
BBT 321,2018-05-07,assulf,Lutdisk,2018-05-07 11:08
BBT 305,2018-05-08,leajon,Syradisk,2018-05-08 01:10
BBT 324,2018-05-08,assulf,Syradisk,2018-05-08 06:11
BBT 310,2018-05-08,leajon,Syradisk,2018-05-08 23:06
BBT 308,2018-05-09,leajon,Lutdisk,2018-05-09 00:57
BBT 307,2018-05-09,leajon,Syradisk,2018-05-09 02:42
BBT 312,2018-05-09,leajon,Syradisk,2018-05-09 04:44
BBT 317,2018-05-10,leajon,Syradisk,2018-05-10 03:22
Filtret Sterilning,2018-05-10,leajon,Genomförd,2018-05-10 04:17
BBT 309,2018-05-10,leajon,Lutdisk,2018-05-10 04:43
BBT 316,2018-05-10,assulf,Lutdisk,2018-05-10 07:19
BBT 317,2018-05-10,assulf,Lutdisk,2018-05-10 07:20
T34,2018-05-10,andhan,Syradisk,2018-05-10 15:17
Maltax,2018-05-11,mårfre,Rengjord,2018-05-11 13:33
T45,2018-05-11,mårfre,Lutdisk,2018-05-11 14:44
T34,2018-05-11,andhan,Lutdisk,2018-05-11 16:42
Filtret-Veckoavslut,2018-05-11,andhan,Lutsterilning,2018-05-11 18:49
Aldox,2018-05-11,andhan,Syradisk,2018-05-11 21:55
Vattenfilter,2018-05-11,andhan,Genomförd,2018-05-11 21:56
Kontrollera BBT:er i Citect,2018-05-11,andhan,Genomförd,2018-05-11 21:57
BBT 323,2018-05-13,johper,Lutdisk,2018-05-13 12:44
BBT 310,2018-05-13,johper,Syradisk,2018-05-13 12:45
BBT 309,2018-05-13,johper,Syradisk,2018-05-13 17:32
BBT 315,2018-05-13,johper,Syradisk,2018-05-13 21:16
BBT 313,2018-05-13,johper,Lutdisk,2018-05-13 20:01
BBT 311,2018-05-13,arafre,Syradisk,2018-05-13 22:38
BBT 314,2018-05-14,arafre,Lutdisk,2018-05-14 03:03
BBT 321,2018-05-14,karing,Lutdisk,2018-05-14 15:53
BBT 307,2018-05-14,karing,Syradisk,2018-05-14 20:57
BBT 304,2018-05-15,arafre,Syradisk,2018-05-15 00:58
BBT 305,2018-05-15,arafre,Lutdisk,2018-05-15 02:41
BBT 306,2018-05-15,mölpet,Syradisk,2018-05-15 11:51
BBT 324,2018-05-15,mölpet,Syradisk,2018-05-15 10:32
BBT 317,2018-05-15,karing,Syradisk,2018-05-15 17:41
BBT 316,2018-05-16,karada,Syradisk,2018-05-16 09:38
BBT 325,2018-05-16,karing,Syradisk,2018-05-16 20:01
BBT 314,2018-05-17,karing,Syradisk,2018-05-17 16:07
BBT 313,2018-05-18,jircec,Syradisk,2018-05-18 05:37
BBT 322,2018-05-17,arafre,Lutdisk,2018-05-17 03:09
BBT 310,2018-05-18,karing,Syradisk,2018-05-18 19:02
T34,2018-05-20,karing,Syradisk,2018-05-20 11:20
BBT 318,2018-05-20,karing,Syradisk,2018-05-20 21:09
BBT 323,2018-05-20,karing,Syradisk,2018-05-20 15:43
T45,2018-05-20,karing,Lutdisk,2018-05-20 12:24
BBT 312,2018-05-17,karing,Lutdisk,2018-05-17 20:08
BBT 309,2018-05-21,jakgun,Syradisk,2018-05-21 11:16
BBT 315,2018-05-21,assulf,Syradisk,2018-05-21 20:55
BBT 308,2018-05-21,qvamag,Syradisk,2018-05-21 23:31
BBT 325,2018-05-22,johper,Lutdisk,2018-05-22 06:37
BBT 307,2018-05-22,johper,Lutdisk,2018-05-22 09:04
BBT 304,2018-05-22,johper,Lutdisk,2018-05-22 10:32
BBT 306,2018-05-22,arafre,Lutdisk,2018-05-22 15:53
BBT 305,2018-05-24,johper,Syradisk,2018-05-24 09:30
BBT 316,2018-05-21,jakgun,Syradisk,2018-05-21 12:35
BBT 314,2018-05-24,qvamag,Syradisk,2018-05-24 03:02
Filtret Sterilning,2018-05-24,johper,Genomförd,2018-05-24 09:48
BBT 305,2018-05-24,johper,Syradisk,2018-05-24 09:31
Gurtank T67,2018-05-24,johper,Syradisk,2018-05-24 10:01
T34,2018-05-24,johper,Syradisk,2018-05-24 12:21
BBT 310,2018-05-24,arafre,Lutdisk,2018-05-24 14:36
BBT 317,2018-05-22,arafre,Syradisk,2018-05-22 21:28
BBT 316,2018-05-24,arafre,Syradisk,2018-05-24 16:48
BBT 313,2018-05-25,jakgun,Syradisk,2018-05-25 08:35
BBT 319,2018-05-25,mölpet,Lutdisk,2018-05-25 01:53
BBT 304,2018-05-25,assulf,Syradisk,2018-05-25 16:33
BBT 315,2018-05-25,assulf,Syradisk,2018-05-25 17:55
Kontrollera BBT:er i Citect,2018-05-25,assulf,Genomförd,2018-05-25 18:39
Filtret-Veckoavslut,2018-05-25,assulf,Lutsterilning,2018-05-25 18:40
Maltax,2018-05-25,assulf,Rengjord,2018-05-25 18:40
T34,2018-05-26,assulf,Syradisk,2018-05-26 01:08
BBT 322,2018-05-27,arafre,Syradisk,2018-05-27 10:25
BBT 312,2018-05-27,johper,Syradisk,2018-05-27 22:58
BBT 309,2018-05-28,leajon,Lutdisk,2018-05-28 09:26
BBT 317,2018-05-28,leajon,Lutdisk,2018-05-28 11:01
BBT 323,2018-05-28,qvamag,Syradisk,2018-05-28 21:52
BBT 324,2018-05-29,andhan,Lutdisk,2018-05-29 02:24
BBT 325,2018-05-29,leajon,Syradisk,2018-05-29 07:34
BBT 311,2018-05-29,leajon,Lutdisk,2018-05-29 09:37
BBT 312,2018-05-30,johper,Syradisk,2018-05-30 05:53
BBT 305,2018-05-30,qvamag,Syradisk,2018-05-30 14:49
BBT 310,2018-05-30,qvamag,Syradisk,2018-05-30 18:07
BBT 307,2018-05-30,qvamag,Syradisk,2018-05-30 18:08
BBT 315,2018-05-31,karada,Lutdisk,2018-05-31 15:34
BBT 321,2018-06-01,leajon,Lutdisk,2018-06-01 09:58
T45,2018-06-01,leajon,Lutdisk,2018-06-01 11:43
CIP av 321 & 45 Tillsammans,2018-06-01,leajon,Lutdisk,2018-06-01 11:43
Filtret Sterilning,2018-06-01,leajon,Genomförd,2018-06-01 11:44
T34,2018-06-01,leajon,Lutdisk,2018-06-01 12:39
BBT 316,2018-06-01,leajon,Lutdisk,2018-06-01 13:57
BBT 306,2018-06-01,leajon,Syradisk,2018-06-01 15:20
BBT 304,2018-06-01,qvamag,Syradisk,2018-06-01 18:00
303 Vattentank,2018-06-02,leajon,Lutdisk,2018-06-02 12:20
Filtret-Veckoavslut,2018-06-03,karada,Lutsterilning,2018-06-03 10:24
BBT 314,2018-06-03,karada,Syradisk,2018-06-03 11:20
Gurtank T66,2018-06-03,karada,Syradisk,2018-06-03 12:50
BBT 307,2018-06-03,karada,Syradisk,2018-06-03 16:41
Gurtank T68,2018-06-03,karada,Syradisk,2018-06-03 13:46
BBT 313,2018-06-03,karada,Syradisk,2018-06-03 19:04
BBT 312,2018-06-03,karada,Syradisk,2018-06-03 20:25
BBT 314,2018-06-04,karing,Lutdisk,2018-06-04 03:59
BBT 317,2018-06-04,jircec,Syradisk,2018-06-04 10:13
T34,2018-06-05,karing,Syradisk,2018-06-05 05:56
BBT 315,2018-06-05,arafre,Syradisk,2018-06-05 07:34
Filtret Sterilning,2018-06-06,jakgun,Genomförd,2018-06-06 14:37
BBT 311,2018-06-06,karing,Syradisk,2018-06-06 05:56
BBT 310,2018-06-06,jakgun,Syradisk,2018-06-06 18:14
BBT 316,2018-06-07,jakgun,Syradisk,2018-06-07 18:45
Filtret Sterilning,2018-06-07,jakgun,Genomförd,2018-06-07 20:35
BBT 325,2018-06-07,jakgun,Syradisk,2018-06-07 20:36
BBT 309,2018-06-08,arafre,Syradisk,2018-06-08 09:47
BBT 315,2018-06-08,arafre,Syradisk,2018-06-08 13:08
T34,2018-06-08,andhan,Syradisk,2018-06-08 23:44
Maltax,2018-06-09,andhan,Rengjord,2018-06-09 02:28
Kontrollera BBT:er i Citect,2018-06-09,andhan,Genomförd,2018-06-09 02:28
T45,2018-06-09,andhan,Syradisk,2018-06-09 00:12
Filtret Sterilning,2018-06-09,andhan,Genomförd,2018-06-09 02:29
Vattenfilter,2018-06-09,andhan,Genomförd,2018-06-09 02:30
Filtret-Veckoavslut,2018-06-09,andhan,Lutsterilning,2018-06-09 02:30
BBT 313,2018-06-10,jakgun,Syradisk,2018-06-10 12:42
BBT 307,2018-06-10,jakgun,Syradisk,2018-06-10 12:42
BBT 310,2018-06-10,jakgun,Syradisk,2018-06-10 14:23
BBT 325,2018-06-11,assulf,Syradisk,2018-06-11 00:37
BBT 317,2018-06-11,leajon,Syradisk,2018-06-11 15:26
BBT 319,2018-06-11,leajon,Syradisk,2018-06-11 16:49
BBT 321,2018-06-11,jircec,Syradisk,2018-06-11 22:40
BBT 307,2018-06-12,leajon,Syradisk,2018-06-12 20:08
BBT 324,2018-06-12,jircec,Syradisk,2018-06-12 01:05
BBT 311,2018-06-13,qvamag,Syradisk,2018-06-13 08:13
BBT 305,2018-06-13,leajon,Syradisk,2018-06-13 15:31
BBT 316,2018-06-13,leajon,Syradisk,2018-06-13 16:52
BBT 306,2018-06-13,leajon,Syradisk,2018-06-13 19:02
BBT 315,2018-06-13,jircec,Syradisk,2018-06-13 22:24
Filtret Sterilning,2018-06-14,assulf,Genomförd,2018-06-14 23:29
BBT 304,2018-06-14,jircec,Syradisk,2018-06-14 02:56
BBT 322,2018-06-15,qvamag,Syradisk,2018-06-15 09:40
BBT 308,2018-06-15,qvamag,Syradisk,2018-06-15 11:04
Filtret-Veckoavslut,2018-06-15,leajon,Lutsterilning,2018-06-15 23:47
T34,2018-06-16,karada,Syradisk,2018-06-16 21:56
BBT 307,2018-06-17,karada,Syradisk,2018-06-17 00:31
BBT 308,2018-06-17,karada,Syradisk,2018-06-17 01:43
T45,2018-06-17,karada,Syradisk,2018-06-17 02:43
BBT 312,2018-06-17,karada,Syradisk,2018-06-17 04:49
BBT 314,2018-06-17,karada,Syradisk,2018-06-17 04:49
BBT 320,2018-06-17,leajon,Syradisk,2018-06-17 11:54
BBT 305,2018-06-17,leajon,Syradisk,2018-06-17 14:36
BBT 307,2018-06-17,leajon,Syradisk,2018-06-17 15:11
BBT 319,2018-06-17,leajon,Syradisk,2018-06-17 21:27
BBT 304,2018-06-18,arafre,Syradisk,2018-06-18 15:57
BBT 325,2018-06-19,karada,Syradisk,2018-06-19 02:15
BBT 323,2018-06-19,karada,Syradisk,2018-06-19 04:29
BBT 304,2018-06-19,jircec,Syradisk,2018-06-19 13:52
BBT 316,2018-06-19,jircec,Syradisk,2018-06-19 18:56
BBT 320,2018-06-19,jircec,Syradisk,2018-06-19 17:29
BBT 319,2018-06-20,andhan,Syradisk,2018-06-20 07:31
BBT 313,2018-06-20,karada,Syradisk,2018-06-20 05:36
BBT 306,2018-06-20,arafre,Syradisk,2018-06-20 14:00
BBT 321,2018-06-20,arafre,Syradisk,2018-06-20 17:31
CIP av 321 & 45 Tillsammans,2018-06-20,arafre,Syradisk,2018-06-20 20:53
BBT 322,2018-06-21,johper,Syradisk,2018-06-21 08:21
BBT 315,2018-06-21,johper,Syradisk,2018-06-21 06:35
Maltax,2018-06-21,jircec,Rengjord,2018-06-21 20:22
BBT 311,2018-06-21,johper,Syradisk,2018-06-21 14:37
Kontrollera BBT:er i Citect,2018-06-21,jircec,Genomförd,2018-06-21 20:22
T34,2018-06-21,jircec,Syradisk,2018-06-21 22:06
T45,2018-06-21,jircec,Syradisk,2018-06-21 23:28
Filtret-Veckoavslut,2018-06-21,jircec,Lutsterilning,2018-06-21 23:29
BBT 306,2018-06-24,jircec,Syradisk,2018-06-24 07:05
BBT 309,2018-06-24,jircec,Syradisk,2018-06-24 08:18
BBT 323,2018-06-24,jircec,Syradisk,2018-06-24 09:32
BBT 316,2018-06-25,andhan,Syradisk,2018-06-25 04:14
BBT 305,2018-06-25,andhan,Syradisk,2018-06-25 04:14
Filtret Sterilning,2018-06-26,jakgun,Genomförd,2018-06-26 04:05
BBT 308,2018-06-26,leajon,Syradisk,2018-06-26 13:03
BBT 316,2018-06-27,karand,Syradisk,2018-06-27 16:01
BBT 304,2018-06-26,karand,Syradisk,2018-06-26 19:19
BBT 320,2018-06-27,karand,Syradisk,2018-06-27 17:36
BBT 312,2018-06-27,karand,Syradisk,2018-06-27 21:42
BBT 322,2018-06-28,jakgun,Syradisk,2018-06-28 03:35
BBT 311,2018-06-28,jakgun,Syradisk,2018-06-28 05:41
BBT 314,2018-06-28,karand,Syradisk,2018-06-28 14:49
BBT 308,2018-06-28,karand,Syradisk,2018-06-28 19:15
Filtret Sterilning,2018-06-28,karand,Genomförd,2018-06-28 21:38
T34,2018-06-28,karand,Syradisk,2018-06-28 21:38
BBT 304,2018-06-29,leajon,Syradisk,2018-06-29 11:38
BBT 317,2018-07-01,karand,Syradisk,2018-07-01 07:11
BBT 324,2018-06-29,karand,Syradisk,2018-06-29 20:18
BBT 306,2018-07-01,karand,Syradisk,2018-07-01 10:49
BBT 307,2018-07-01,karand,Syradisk,2018-07-01 20:44
BBT 321,2018-07-01,leajon,Syradisk,2018-07-01 22:42
T45,2018-07-02,leajon,Syradisk,2018-07-02 00:16
CIP av 321 & 45 Tillsammans,2018-07-02,leajon,Syradisk,2018-07-02 00:16
BBT 322,2018-07-03,leajon,Syradisk,2018-07-03 04:36
Filtret Sterilning,2018-07-02,leajon,Genomförd,2018-07-02 03:37
BBT 315,2018-07-03,arafre,Syradisk,2018-07-03 07:59
BBT 318,2018-07-03,arafre,Lutdisk,2018-07-03 07:59
BBT 313,2018-07-03,arafre,Syradisk,2018-07-03 10:18
BBT 305,2018-07-03,arafre,Syradisk,2018-07-03 11:13
BBT 309,2018-07-03,arafre,Syradisk,2018-07-03 12:38
T34,2018-07-02,leajon,Syradisk,2018-07-02 03:37
BBT 311,2018-07-03,jakgun,Syradisk,2018-07-03 16:05
BBT 308,2018-07-03,jakgun,Syradisk,2018-07-03 17:45
BBT 325,2018-07-04,jircec,Syradisk,2018-07-04 06:40
BBT 316,2018-07-04,jircec,Syradisk,2018-07-04 12:54
BBT 324,2018-07-04,andhan,Syradisk,2018-07-04 16:58
BBT 323,2018-07-03,leajon,Syradisk,2018-07-03 01:44
BBT 306,2018-07-05,arafre,Syradisk,2018-07-05 08:42
BBT 310,2018-07-03,jakgun,Syradisk,2018-07-03 14:35
BBT 311,2018-07-05,jakgun,Syradisk,2018-07-05 21:10
BBT 309,2018-07-05,jakgun,Syradisk,2018-07-05 21:09
Maltax,2018-07-06,andhan,Rengjord,2018-07-06 19:16
BBT 325,2018-07-06,leajon,Syradisk,2018-07-06 03:37
T45,2018-07-06,andhan,Syradisk,2018-07-06 23:36
T34,2018-07-06,andhan,Lutdisk,2018-07-06 23:36
T45,2018-07-06,andhan,Lutdisk,2018-07-06 23:36
BBT 313,2018-07-08,jakgun,Syradisk,2018-07-08 14:15
Filtret-Veckoavslut,2018-07-06,andhan,Lutsterilning,2018-07-06 23:37
BBT 305,2018-07-08,jakgun,Syradisk,2018-07-08 14:16
BBT 318,2018-07-09,karing,Syradisk,2018-07-09 21:14
BBT 323,2018-07-11,arafre,Syradisk,2018-07-11 03:58
BBT 315,2018-07-11,mölpet,Syradisk,2018-07-11 13:02
BBT 318,2018-07-11,mölpet,Syradisk,2018-07-11 13:02
BBT 314,2018-07-05,arafre,Syradisk,2018-07-05 10:16
BBT 317,2018-07-05,jakgun,Syradisk,2018-07-05 16:22
BBT 325,2018-07-13,arafre,Syradisk,2018-07-13 01:08
BBT 311,2018-07-13,arafre,Syradisk,2018-07-13 02:36
BBT 306,2018-07-13,arafre,Syradisk,2018-07-13 04:10
CIP av 321 & 45 Tillsammans,2018-07-13,gusmar,Lutdisk,2018-07-13 18:15
BBT 321,2018-07-13,gusmar,Lutdisk,2018-07-13 18:14
Filtret Sterilning,2018-07-13,gusmar,Genomförd,2018-07-13 18:58
BBT 320,2018-07-16,arafre,Syradisk,2018-07-16 17:49
BBT 304,2018-07-14,gusmar,Syradisk,2018-07-14 00:30
BBT 310,2018-07-17,assulf,Syradisk,2018-07-17 14:01
BBT 308,2018-07-17,assulf,Syradisk,2018-07-17 20:11
BBT 323,2018-07-18,andhan,Syradisk,2018-07-18 06:44
BBT 305,2018-07-18,andhan,Syradisk,2018-07-18 10:16
BBT 316,2018-07-12,karand,Syradisk,2018-07-12 08:57
BBT 312,2018-07-18,arafre,Syradisk,2018-07-18 16:26
BBT 322,2018-07-12,karand,Syradisk,2018-07-12 11:56
BBT 318,2018-07-19,jakgun,Syradisk,2018-07-19 11:42
BBT 315,2018-07-19,assulf,Syradisk,2018-07-19 18:12
BBT 318,2018-07-20,andhan,Syradisk,2018-07-20 10:33
BBT 315,2018-07-20,andhan,Syradisk,2018-07-20 14:44
Kontrollera BBT:er i Citect,2018-07-21,arafre,Genomförd,2018-07-21 02:13
T34,2018-07-22,assulf,Syradisk,2018-07-22 11:25
BBT 317,2018-07-18,arafre,Syradisk,2018-07-18 21:30
BBT 309,2018-07-19,jakgun,Syradisk,2018-07-19 10:20
BBT 304,2018-07-22,assulf,Syradisk,2018-07-22 13:09
BBT 308,2018-07-22,assulf,Syradisk,2018-07-22 14:29
BBT 325,2018-07-23,jakgun,Syradisk,2018-07-23 22:41
BBT 316,2018-07-24,karand,Syradisk,2018-07-24 14:26
BBT 310,2018-07-25,johper,Syradisk,2018-07-25 03:50
BBT 323,2018-07-25,karand,Syradisk,2018-07-25 20:39
Filtret-Veckoavslut,2018-07-22,assulf,Lutsterilning,2018-07-22 11:25
BBT 317,2018-07-26,karing,Syradisk,2018-07-26 12:10
BBT 311,2018-07-26,karing,Lutdisk,2018-07-26 12:12
T34,2018-07-26,johper,Syradisk,2018-07-26 23:19
BBT 307,2018-07-26,johper,Syradisk,2018-07-26 23:20
Filtret Sterilning,2018-07-26,johper,Genomförd,2018-07-26 23:19
BBT 309,2018-07-25,jakgun,Syradisk,2018-07-25 23:57
BBT 323,2018-07-27,johper,Syradisk,2018-07-27 05:35
Maltax,2018-07-22,assulf,Rengjord,2018-07-22 11:26
BBT 309,2018-07-27,karing,Lutdisk,2018-07-27 10:25
BBT 322,2018-07-29,mölpet,Syradisk,2018-07-29 11:29
T34,2018-07-29,mölpet,Syradisk,2018-07-29 09:22
BBT 304,2018-07-29,mölpet,Syradisk,2018-07-29 14:07
BBT 314,2018-07-30,karing,Lutdisk,2018-07-30 01:03
BBT 312,2018-07-29,mölpet,Syradisk,2018-07-29 09:21
BBT 306,2018-07-29,mölpet,Syradisk,2018-07-29 17:27
Filtret Sterilning,2018-07-29,mölpet,Genomförd,2018-07-29 09:22
BBT 313,2018-07-30,karing,Lutdisk,2018-07-30 04:35
T34,2018-07-30,jakgun,Syradisk,2018-07-30 20:36
BBT 324,2018-07-30,assulf,Syradisk,2018-07-30 12:59
Filtret Sterilning,2018-07-30,jakgun,Genomförd,2018-07-30 20:36
T34,2018-07-31,johper,Lutdisk,2018-07-31 19:06
BBT 309,2018-07-31,jircec,Syradisk,2018-07-31 11:49
T45,2018-07-31,johper,Lutdisk,2018-07-31 19:06
Filtret Sterilning,2018-07-31,johper,Genomförd,2018-07-31 19:07
BBT 315,2018-07-30,karing,Lutdisk,2018-07-30 05:51
BBT 307,2018-08-01,jakgun,Lutdisk,2018-08-01 14:28
BBT 322,2018-08-01,jakgun,Lutdisk,2018-08-01 17:51
BBT 319,2018-08-01,jakgun,Lutdisk,2018-08-01 18:43
BBT 310,2018-08-01,karing,Lutdisk,2018-08-01 23:39
BBT 306,2018-08-01,jakgun,Lutdisk,2018-08-01 21:19
CIP av 321 & 45 Tillsammans,2018-08-02,jircec,Syradisk,2018-08-02 11:49
BBT 321,2018-08-02,jircec,Lutdisk,2018-08-02 13:13
CIP av 321 & 45 Tillsammans,2018-08-02,jircec,Lutdisk,2018-08-02 11:50
T45,2018-08-02,jircec,Syradisk,2018-08-02 13:13
Aldox,2018-08-02,johper,Syradisk,2018-08-02 15:32
301 Vattentank,2018-08-02,johper,Lutdisk,2018-08-02 16:20
T34,2018-08-02,johper,Lutdisk,2018-08-02 16:48
Filtret Sterilning,2018-08-02,johper,Genomförd,2018-08-02 16:49
BBT 317,2018-07-30,jakgun,Syradisk,2018-07-30 16:24
BBT 318,2018-08-03,assulf,Lutdisk,2018-08-03 07:57
302 Vattentank,2018-08-02,johper,Lutdisk,2018-08-02 19:11
BBT 317,2018-08-03,assulf,Lutdisk,2018-08-03 11:31
Filtret-Veckoavslut,2018-08-04,jakgun,Lutsterilning,2018-08-04 00:21
Kontrollera BBT:er i Citect,2018-08-04,jakgun,Genomförd,2018-08-04 00:22
Maltax,2018-08-04,jakgun,Rengjord,2018-08-04 00:25
Vattenfilter,2018-08-04,jakgun,Genomförd,2018-08-04 02:25
BBT 311,2018-07-31,johper,Syradisk,2018-07-31 21:11
303 Vattentank,2018-08-02,johper,Lutdisk,2018-08-02 17:47
BBT 305,2018-08-05,johper,Lutdisk,2018-08-05 13:33
BBT 312,2018-08-06,karand,Lutdisk,2018-08-06 08:16
BBT 304,2018-08-06,karing,Lutdisk,2018-08-06 17:32
BBT 315,2018-08-07,karand,Syradisk,2018-08-07 08:19
BBT 314,2018-08-07,karing,Syradisk,2018-08-07 15:11
BBT 323,2018-08-07,karand,Lutdisk,2018-08-07 10:31
T34,2018-08-04,jakgun,Lutdisk,2018-08-04 02:26
BBT 313,2018-08-08,jircec,Syradisk,2018-08-08 03:08
BBT 309,2018-08-08,karand,Syradisk,2018-08-08 12:56
BBT 307,2018-08-10,jircec,Syradisk,2018-08-10 00:17
BBT 304,2018-08-10,karing,Syradisk,2018-08-10 19:16
BBT 323,2018-08-10,jircec,Syradisk,2018-08-10 05:33
BBT 322,2018-08-10,karing,Syradisk,2018-08-10 21:24
Kontrollera BBT:er i Citect,2018-08-11,karing,Genomförd,2018-08-11 01:15
T45,2018-08-11,karing,Syradisk,2018-08-11 00:42
Filtret Sterilning,2018-08-12,karand,Genomförd,2018-08-12 02:31
T34,2018-08-12,karand,Lutdisk,2018-08-12 02:31
BBT 308,2018-08-12,karing,Lutdisk,2018-08-12 09:01
BBT 305,2018-08-12,karing,Syradisk,2018-08-12 11:12
BBT 311,2018-08-13,mölpet,Syradisk,2018-08-13 04:39
T45,2018-08-05,johper,Syradisk,2018-08-05 11:53
BBT 310,2018-08-13,assulf,Syradisk,2018-08-13 16:24
BBT 319,2018-08-13,qvamag,Syradisk,2018-08-13 23:46
BBT 321,2018-08-14,qvamag,Syradisk,2018-08-14 05:38
BBT 314,2018-08-14,johper,Syradisk,2018-08-14 10:04
BBT 325,2018-08-14,johper,Lutdisk,2018-08-14 10:04
BBT 315,2018-08-14,jircec,Syradisk,2018-08-14 14:35
BBT 324,2018-08-08,jircec,Lutdisk,2018-08-08 00:14
BBT 316,2018-08-13,andhan,Lutdisk,2018-08-13 07:25
Filtret-Veckoavslut,2018-08-16,johper,Lutsterilning,2018-08-16 13:39
T34,2018-08-16,jircec,Syradisk,2018-08-16 15:36
BBT 318,2018-08-16,jircec,Syradisk,2018-08-16 15:36
BBT 313,2018-08-15,assulf,Syradisk,2018-08-15 18:57
BBT 324,2018-08-16,jircec,Syradisk,2018-08-16 16:29
BBT 309,2018-08-16,jircec,Syradisk,2018-08-16 18:03
BBT 316,2018-08-17,karand,Syradisk,2018-08-17 00:00
T45,2018-08-17,jircec,Syradisk,2018-08-17 19:07
Filtret-Veckoavslut,2018-08-17,andhan,Lutsterilning,2018-08-17 15:11
BBT 312,2018-08-19,assulf,Syradisk,2018-08-19 13:31
T34,2018-08-17,jircec,Syradisk,2018-08-17 21:07
BBT 311,2018-08-20,andhan,Lutdisk,2018-08-20 00:20
BBT 315,2018-08-20,andhan,Lutdisk,2018-08-20 01:44
BBT 308,2018-08-20,qvamag,Syradisk,2018-08-20 20:08
BBT 306,2018-08-20,qvamag,Syradisk,2018-08-20 21:35
BBT 322,2018-08-15,assulf,Syradisk,2018-08-15 16:20
BBT 319,2018-08-20,qvamag,Syradisk,2018-08-20 18:45
BBT 321,2018-08-21,normar,Syradisk,2018-08-21 09:40
BBT 317,2018-08-21,normar,Syradisk,2018-08-21 13:37
BBT 310,2018-08-15,assulf,Syradisk,2018-08-15 17:41
BBT 313,2018-08-21,karada,Lutdisk,2018-08-21 15:14
Filtret Sterilning,2018-08-21,karada,Genomförd,2018-08-21 20:42
BBT 310,2018-08-22,andhan,Lutdisk,2018-08-22 01:30
T45,2018-08-21,karada,Lutdisk,2018-08-21 20:42
BBT 318,2018-08-21,johper,Lutdisk,2018-08-21 04:47
BBT 322,2018-08-23,johper,Lutdisk,2018-08-23 05:10
BBT 309,2018-08-23,karada,Lutdisk,2018-08-23 20:35
BBT 319,2018-08-23,normar,Lutdisk,2018-08-23 06:03
Maltax,2018-08-24,qvamag,Rengjord,2018-08-24 23:41
T34,2018-08-25,qvamag,Syradisk,2018-08-25 00:07
Gurtank T67,2018-08-26,karada,Syradisk,2018-08-26 10:36
T45,2018-08-26,karada,Syradisk,2018-08-26 10:38
Kontrollera BBT:er i Citect,2018-08-26,karada,Genomförd,2018-08-26 10:50
BBT 305,2018-08-26,karada,Syradisk,2018-08-26 11:57
Filtret-Veckoavslut,2018-08-26,karada,Lutsterilning,2018-08-26 11:56
BBT 316,2018-08-26,karada,Syradisk,2018-08-26 13:21
Vattenfilter,2018-08-26,karada,Genomförd,2018-08-26 13:41
BBT 314,2018-08-26,karada,Lutdisk,2018-08-26 15:05
Aldox,2018-08-26,karada,Syradisk,2018-08-26 16:59
BBT 306,2018-08-26,karada,Lutdisk,2018-08-26 16:31
BBT 317,2018-08-27,karing,Lutdisk,2018-08-27 00:01
BBT 312,2018-08-27,karing,Syradisk,2018-08-27 04:25
BBT 311,2018-08-27,jircec,Syradisk,2018-08-27 06:37
BBT 315,2018-08-27,jircec,Syradisk,2018-08-27 07:26
